date,crop_name,district,market_name,min_price,max_price,avg_price,unit,quantity_available,weather_condition,season
2022-03-30,Cabbage,Tangail,Tangail Main Bazar,9.95,12.91,11.43,kg,651,Rainy,Summer
2022-03-31,Cabbage,Tangail,Tangail Main Bazar,9.32,12.1,10.71,kg,758,Windy,Summer
2022-04-01,Cabbage,Tangail,Tangail Main Bazar,8.67,11.24,9.96,kg,581,Sunny,Summer
2022-04-02,Cabbage,Tangail,Tangail Main Bazar,14.08,18.27,16.18,kg,530,Foggy,Summer
2022-04-03,Cabbage,Tangail,Tangail Main Bazar,10.91,14.15,12.53,kg,375,Foggy,Summer
2022-04-04,Cabbage,Tangail,Tangail Main Bazar,7.97,10.34,9.15,kg,637,Sunny,Summer
2022-04-05,Cabbage,Tangail,Tangail Main Bazar,8.4,10.89,9.64,kg,614,Cloudy,Summer
2022-04-06,Cabbage,Tangail,Tangail Main Bazar,9.58,12.43,11.0,kg,641,Sunny,Summer
2022-04-07,Cabbage,Tangail,Tangail Main Bazar,10.6,13.75,12.18,kg,598,Sunny,Summer
2022-04-08,Cabbage,Tangail,Tangail Main Bazar,9.17,11.89,10.53,kg,961,Foggy,Summer
2022-04-09,Cabbage,Tangail,Tangail Main Bazar,8.72,11.32,10.02,kg,792,Windy,Summer
2022-04-10,Cabbage,Tangail,Tangail Main Bazar,7.41,9.61,8.51,kg,554,Sunny,Summer
2022-04-11,Cabbage,Tangail,Tangail Main Bazar,10.37,13.45,11.91,kg,490,Cloudy,Summer
2022-04-12,Cabbage,Tangail,Tangail Main Bazar,7.92,10.27,9.09,kg,662,Cloudy,Summer
2022-04-13,Cabbage,Tangail,Tangail Main Bazar,6.01,7.79,6.9,kg,531,Foggy,Summer
2022-04-14,Cabbage,Tangail,Tangail Main Bazar,6.95,9.02,7.98,kg,596,Sunny,Summer
2022-04-15,Cabbage,Tangail,Tangail Main Bazar,6.6,8.56,7.58,kg,551,Sunny,Summer
2022-04-16,Cabbage,Tangail,Tangail Main Bazar,3.71,4.81,4.26,kg,1024,Foggy,Summer
2022-04-17,Cabbage,Tangail,Tangail Main Bazar,7.15,9.28,8.22,kg,493,Sunny,Summer
2022-04-18,Cabbage,Tangail,Tangail Main Bazar,8.08,10.49,9.28,kg,851,Foggy,Summer
2022-04-19,Cabbage,Tangail,Tangail Main Bazar,6.14,7.96,7.05,kg,262,Rainy,Summer
2022-04-20,Cabbage,Tangail,Tangail Main Bazar,6.93,8.99,7.96,kg,669,Cloudy,Summer
2022-04-21,Cabbage,Tangail,Tangail Main Bazar,7.76,10.07,8.91,kg,717,Cloudy,Summer
2022-04-22,Cabbage,Tangail,Tangail Main Bazar,6.69,8.68,7.68,kg,665,Windy,Summer
2022-04-23,Cabbage,Tangail,Tangail Main Bazar,9.77,12.67,11.22,kg,490,Cloudy,Summer
2022-04-24,Cabbage,Tangail,Tangail Main Bazar,7.45,9.66,8.56,kg,618,Cloudy,Summer
2022-04-25,Cabbage,Tangail,Tangail Main Bazar,5.18,6.72,5.95,kg,729,Sunny,Summer
2022-04-26,Cabbage,Tangail,Tangail Main Bazar,6.96,9.03,7.99,kg,797,Sunny,Summer
2022-04-27,Cabbage,Tangail,Tangail Main Bazar,7.9,10.25,9.07,kg,721,Windy,Summer
2022-04-28,Cabbage,Tangail,Tangail Main Bazar,8.0,10.38,9.19,kg,644,Windy,Summer
2022-04-29,Cabbage,Tangail,Tangail Main Bazar,4.42,5.73,5.08,kg,842,Sunny,Summer
2022-04-30,Cabbage,Tangail,Tangail Main Bazar,10.13,13.14,11.64,kg,595,Rainy,Summer
2022-05-01,Cabbage,Tangail,Tangail Main Bazar,6.17,8.01,7.09,kg,640,Rainy,Summer
2022-05-02,Cabbage,Tangail,Tangail Main Bazar,7.07,9.18,8.12,kg,540,Sunny,Summer
2022-05-03,Cabbage,Tangail,Tangail Main Bazar,3.6,4.66,4.13,kg,660,Rainy,Summer
2022-05-04,Cabbage,Tangail,Tangail Main Bazar,3.08,4.0,3.54,kg,589,Windy,Summer
2022-05-05,Cabbage,Tangail,Tangail Main Bazar,6.23,8.08,7.16,kg,818,Rainy,Summer
2022-05-06,Cabbage,Tangail,Tangail Main Bazar,7.57,9.83,8.7,kg,426,Sunny,Summer
2022-05-07,Cabbage,Tangail,Tangail Main Bazar,1.98,2.57,2.28,kg,504,Sunny,Summer
2022-05-08,Cabbage,Tangail,Tangail Main Bazar,9.88,12.82,11.35,kg,490,Foggy,Summer
2022-05-09,Cabbage,Tangail,Tangail Main Bazar,10.59,13.75,12.17,kg,454,Sunny,Summer
2022-05-10,Cabbage,Tangail,Tangail Main Bazar,7.67,9.95,8.81,kg,906,Cloudy,Summer
2022-05-11,Cabbage,Tangail,Tangail Main Bazar,3.64,4.73,4.19,kg,445,Cloudy,Summer
2022-05-12,Cabbage,Tangail,Tangail Main Bazar,5.05,6.55,5.8,kg,624,Rainy,Summer
2022-05-13,Cabbage,Tangail,Tangail Main Bazar,6.91,8.96,7.94,kg,617,Cloudy,Summer
2022-05-14,Cabbage,Tangail,Tangail Main Bazar,4.82,6.25,5.54,kg,539,Rainy,Summer
2022-05-15,Cabbage,Tangail,Tangail Main Bazar,5.66,7.34,6.5,kg,686,Cloudy,Summer
2022-05-16,Cabbage,Tangail,Tangail Main Bazar,4.47,5.8,5.14,kg,564,Cloudy,Summer
2022-05-17,Cabbage,Tangail,Tangail Main Bazar,4.88,6.33,5.6,kg,691,Sunny,Summer
2022-05-18,Cabbage,Tangail,Tangail Main Bazar,5.01,6.5,5.76,kg,603,Cloudy,Summer
2022-05-19,Cabbage,Tangail,Tangail Main Bazar,1.24,1.61,1.42,kg,986,Foggy,Summer
2022-05-20,Cabbage,Tangail,Tangail Main Bazar,5.72,7.43,6.57,kg,470,Cloudy,Summer
2022-05-21,Cabbage,Tangail,Tangail Main Bazar,3.01,3.91,3.46,kg,656,Cloudy,Summer
2022-05-22,Cabbage,Tangail,Tangail Main Bazar,4.48,5.82,5.15,kg,627,Sunny,Summer
2022-05-23,Cabbage,Tangail,Tangail Main Bazar,5.15,6.68,5.92,kg,470,Sunny,Summer
2022-05-24,Cabbage,Tangail,Tangail Main Bazar,3.91,5.08,4.5,kg,534,Foggy,Summer
2022-05-25,Cabbage,Tangail,Tangail Main Bazar,4.17,5.41,4.79,kg,682,Sunny,Summer
2022-05-26,Cabbage,Tangail,Tangail Main Bazar,4.82,6.25,5.54,kg,573,Cloudy,Summer
2022-05-27,Cabbage,Tangail,Tangail Main Bazar,3.48,4.51,4.0,kg,784,Sunny,Summer
2022-05-28,Cabbage,Tangail,Tangail Main Bazar,3.63,4.7,4.16,kg,729,Cloudy,Summer
2022-05-29,Cabbage,Tangail,Tangail Main Bazar,3.5,4.54,4.02,kg,390,Sunny,Summer
2022-05-30,Cabbage,Tangail,Tangail Main Bazar,5.9,7.66,6.78,kg,666,Cloudy,Summer
2022-05-31,Cabbage,Tangail,Tangail Main Bazar,3.33,4.32,3.82,kg,863,Foggy,Summer
2022-06-01,Cabbage,Tangail,Tangail Main Bazar,2.82,3.65,3.24,kg,724,Sunny,Monsoon
2022-06-02,Cabbage,Tangail,Tangail Main Bazar,4.82,6.26,5.54,kg,617,Rainy,Monsoon
2022-06-03,Cabbage,Tangail,Tangail Main Bazar,2.83,3.67,3.25,kg,873,Sunny,Monsoon
2022-06-04,Cabbage,Tangail,Tangail Main Bazar,7.88,10.22,9.05,kg,363,Foggy,Monsoon
2022-06-05,Cabbage,Tangail,Tangail Main Bazar,5.14,6.67,5.9,kg,776,Rainy,Monsoon
2022-06-06,Cabbage,Tangail,Tangail Main Bazar,3.46,4.49,3.98,kg,385,Sunny,Monsoon
2022-06-07,Cabbage,Tangail,Tangail Main Bazar,4.93,6.4,5.66,kg,545,Sunny,Monsoon
2022-06-08,Cabbage,Tangail,Tangail Main Bazar,8.36,10.85,9.6,kg,597,Windy,Monsoon
2022-06-09,Cabbage,Tangail,Tangail Main Bazar,4.01,5.2,4.61,kg,812,Cloudy,Monsoon
2022-06-10,Cabbage,Tangail,Tangail Main Bazar,10.19,13.22,11.7,kg,822,Cloudy,Monsoon
2022-06-11,Cabbage,Tangail,Tangail Main Bazar,6.41,8.32,7.36,kg,899,Cloudy,Monsoon
2022-06-12,Cabbage,Tangail,Tangail Main Bazar,8.51,11.04,9.77,kg,721,Foggy,Monsoon
2022-06-13,Cabbage,Tangail,Tangail Main Bazar,7.84,10.17,9.0,kg,568,Sunny,Monsoon
2022-06-14,Cabbage,Tangail,Tangail Main Bazar,7.72,10.02,8.87,kg,770,Sunny,Monsoon
2022-06-15,Cabbage,Tangail,Tangail Main Bazar,7.78,10.09,8.94,kg,540,Rainy,Monsoon
2022-06-16,Cabbage,Tangail,Tangail Main Bazar,7.56,9.81,8.68,kg,497,Windy,Monsoon
2022-06-17,Cabbage,Tangail,Tangail Main Bazar,7.21,9.36,8.28,kg,615,Cloudy,Monsoon
2022-06-18,Cabbage,Tangail,Tangail Main Bazar,11.86,15.39,13.62,kg,929,Foggy,Monsoon
2022-06-19,Cabbage,Tangail,Tangail Main Bazar,9.1,11.81,10.46,kg,734,Cloudy,Monsoon
2022-06-20,Cabbage,Tangail,Tangail Main Bazar,6.49,8.42,7.46,kg,526,Foggy,Monsoon
2022-06-21,Cabbage,Tangail,Tangail Main Bazar,6.11,7.93,7.02,kg,732,Cloudy,Monsoon
2022-06-22,Cabbage,Tangail,Tangail Main Bazar,8.54,11.08,9.81,kg,695,Cloudy,Monsoon
2022-06-23,Cabbage,Tangail,Tangail Main Bazar,9.07,11.77,10.42,kg,715,Cloudy,Monsoon
2022-06-24,Cabbage,Tangail,Tangail Main Bazar,11.62,15.08,13.35,kg,585,Foggy,Monsoon
2022-06-25,Cabbage,Tangail,Tangail Main Bazar,10.2,13.23,11.72,kg,502,Sunny,Monsoon
2022-06-26,Cabbage,Tangail,Tangail Main Bazar,7.99,10.37,9.18,kg,636,Rainy,Monsoon
2022-06-27,Cabbage,Tangail,Tangail Main Bazar,4.53,5.87,5.2,kg,621,Sunny,Monsoon
2022-06-28,Cabbage,Tangail,Tangail Main Bazar,6.02,7.81,6.91,kg,667,Foggy,Monsoon
2022-06-29,Cabbage,Tangail,Tangail Main Bazar,8.0,10.38,9.19,kg,545,Rainy,Monsoon
2022-06-30,Cabbage,Tangail,Tangail Main Bazar,3.71,4.82,4.27,kg,493,Cloudy,Monsoon
2022-07-01,Cabbage,Tangail,Tangail Main Bazar,4.05,5.26,4.65,kg,123,Sunny,Monsoon
2022-07-02,Cabbage,Tangail,Tangail Main Bazar,3.95,5.13,4.54,kg,807,Foggy,Monsoon
2022-07-03,Cabbage,Tangail,Tangail Main Bazar,4.19,5.44,4.82,kg,766,Rainy,Monsoon
2022-07-04,Cabbage,Tangail,Tangail Main Bazar,4.59,5.96,5.28,kg,721,Foggy,Monsoon
2022-07-05,Cabbage,Tangail,Tangail Main Bazar,2.98,3.87,3.42,kg,1029,Rainy,Monsoon
2022-07-06,Cabbage,Tangail,Tangail Main Bazar,3.3,4.29,3.8,kg,495,Sunny,Monsoon
2022-07-07,Cabbage,Tangail,Tangail Main Bazar,3.44,4.47,3.96,kg,530,Sunny,Monsoon
2022-07-08,Cabbage,Tangail,Tangail Main Bazar,6.21,8.06,7.14,kg,576,Foggy,Monsoon
2022-07-09,Cabbage,Tangail,Tangail Main Bazar,2.15,2.78,2.46,kg,798,Rainy,Monsoon
2022-07-10,Cabbage,Tangail,Tangail Main Bazar,4.66,6.04,5.35,kg,619,Foggy,Monsoon
2022-07-11,Cabbage,Tangail,Tangail Main Bazar,2.98,3.86,3.42,kg,1097,Cloudy,Monsoon
2022-07-12,Cabbage,Tangail,Tangail Main Bazar,7.12,9.23,8.18,kg,442,Cloudy,Monsoon
2022-07-13,Cabbage,Tangail,Tangail Main Bazar,2.7,3.51,3.1,kg,408,Sunny,Monsoon
2022-07-14,Cabbage,Tangail,Tangail Main Bazar,4.59,5.95,5.27,kg,601,Foggy,Monsoon
2022-07-15,Cabbage,Tangail,Tangail Main Bazar,4.24,5.5,4.87,kg,469,Sunny,Monsoon
2022-07-16,Cabbage,Tangail,Tangail Main Bazar,4.85,6.29,5.57,kg,728,Sunny,Monsoon
2022-07-17,Cabbage,Tangail,Tangail Main Bazar,2.99,3.87,3.43,kg,524,Foggy,Monsoon
2022-07-18,Cabbage,Tangail,Tangail Main Bazar,9.91,12.86,11.38,kg,569,Rainy,Monsoon
2022-07-19,Cabbage,Tangail,Tangail Main Bazar,4.83,6.27,5.55,kg,874,Windy,Monsoon
2022-07-20,Cabbage,Tangail,Tangail Main Bazar,5.97,7.75,6.86,kg,798,Cloudy,Monsoon
2022-07-21,Cabbage,Tangail,Tangail Main Bazar,8.01,10.39,9.2,kg,614,Foggy,Monsoon
2022-07-22,Cabbage,Tangail,Tangail Main Bazar,4.99,6.48,5.74,kg,654,Cloudy,Monsoon
2022-07-23,Cabbage,Tangail,Tangail Main Bazar,8.14,10.56,9.35,kg,716,Cloudy,Monsoon
2022-07-24,Cabbage,Tangail,Tangail Main Bazar,7.47,9.7,8.58,kg,500,Sunny,Monsoon
2022-07-25,Cabbage,Tangail,Tangail Main Bazar,8.65,11.22,9.94,kg,642,Sunny,Monsoon
2022-07-26,Cabbage,Tangail,Tangail Main Bazar,6.45,8.37,7.41,kg,531,Foggy,Monsoon
2022-07-27,Cabbage,Tangail,Tangail Main Bazar,7.45,9.66,8.56,kg,627,Sunny,Monsoon
2022-07-28,Cabbage,Tangail,Tangail Main Bazar,8.41,10.91,9.66,kg,763,Windy,Monsoon
2022-07-29,Cabbage,Tangail,Tangail Main Bazar,9.58,12.43,11.0,kg,579,Cloudy,Monsoon
2022-07-30,Cabbage,Tangail,Tangail Main Bazar,6.76,8.77,7.76,kg,487,Cloudy,Monsoon
2022-07-31,Cabbage,Tangail,Tangail Main Bazar,6.97,9.04,8.0,kg,622,Sunny,Monsoon
2022-08-01,Cabbage,Tangail,Tangail Main Bazar,6.65,8.62,7.64,kg,677,Sunny,Monsoon
2022-08-02,Cabbage,Tangail,Tangail Main Bazar,4.76,6.17,5.46,kg,642,Windy,Monsoon
2022-08-03,Cabbage,Tangail,Tangail Main Bazar,5.56,7.21,6.38,kg,939,Windy,Monsoon
2022-08-04,Cabbage,Tangail,Tangail Main Bazar,4.98,6.46,5.72,kg,560,Windy,Monsoon
2022-08-05,Cabbage,Tangail,Tangail Main Bazar,3.56,4.62,4.09,kg,804,Cloudy,Monsoon
2022-08-06,Cabbage,Tangail,Tangail Main Bazar,6.73,8.73,7.73,kg,661,Sunny,Monsoon
2022-08-07,Cabbage,Tangail,Tangail Main Bazar,6.79,8.81,7.8,kg,804,Sunny,Monsoon
2022-08-08,Cabbage,Tangail,Tangail Main Bazar,7.06,9.16,8.11,kg,815,Cloudy,Monsoon
2022-08-09,Cabbage,Tangail,Tangail Main Bazar,2.76,3.57,3.16,kg,880,Sunny,Monsoon
2022-08-10,Cabbage,Tangail,Tangail Main Bazar,6.29,8.15,7.22,kg,513,Foggy,Monsoon
2022-08-11,Cabbage,Tangail,Tangail Main Bazar,3.41,4.42,3.92,kg,306,Windy,Monsoon
2022-08-12,Cabbage,Tangail,Tangail Main Bazar,9.19,11.92,10.56,kg,538,Sunny,Monsoon
2022-08-13,Cabbage,Tangail,Tangail Main Bazar,8.9,11.55,10.23,kg,556,Windy,Monsoon
2022-08-14,Cabbage,Tangail,Tangail Main Bazar,9.64,12.51,11.08,kg,827,Rainy,Monsoon
2022-08-15,Cabbage,Tangail,Tangail Main Bazar,8.45,10.96,9.7,kg,836,Foggy,Monsoon
2022-08-16,Cabbage,Tangail,Tangail Main Bazar,9.0,11.67,10.34,kg,666,Windy,Monsoon
2022-08-17,Cabbage,Tangail,Tangail Main Bazar,7.93,10.28,9.1,kg,521,Foggy,Monsoon
2022-08-18,Cabbage,Tangail,Tangail Main Bazar,8.11,10.52,9.32,kg,671,Foggy,Monsoon
2022-08-19,Cabbage,Tangail,Tangail Main Bazar,11.49,14.9,13.2,kg,471,Sunny,Monsoon
2022-08-20,Cabbage,Tangail,Tangail Main Bazar,12.05,15.64,13.84,kg,596,Cloudy,Monsoon
2022-08-21,Cabbage,Tangail,Tangail Main Bazar,12.51,16.23,14.37,kg,863,Foggy,Monsoon
2022-08-22,Cabbage,Tangail,Tangail Main Bazar,11.99,15.55,13.77,kg,717,Sunny,Monsoon
2022-08-23,Cabbage,Tangail,Tangail Main Bazar,12.37,16.05,14.21,kg,419,Foggy,Monsoon
2022-08-24,Cabbage,Tangail,Tangail Main Bazar,12.28,15.93,14.1,kg,898,Sunny,Monsoon
2022-08-25,Cabbage,Tangail,Tangail Main Bazar,13.81,17.91,15.86,kg,388,Windy,Monsoon
2022-08-26,Cabbage,Tangail,Tangail Main Bazar,10.74,13.93,12.34,kg,1014,Sunny,Monsoon
2022-08-27,Cabbage,Tangail,Tangail Main Bazar,13.17,17.09,15.13,kg,445,Sunny,Monsoon
2022-08-28,Cabbage,Tangail,Tangail Main Bazar,14.88,19.31,17.1,kg,798,Rainy,Monsoon
2022-08-29,Cabbage,Tangail,Tangail Main Bazar,13.21,17.14,15.18,kg,872,Cloudy,Monsoon
2022-08-30,Cabbage,Tangail,Tangail Main Bazar,12.32,15.99,14.16,kg,685,Windy,Monsoon
2022-08-31,Cabbage,Tangail,Tangail Main Bazar,13.83,17.95,15.89,kg,656,Foggy,Monsoon
2022-09-01,Cabbage,Tangail,Tangail Main Bazar,16.76,21.75,19.26,kg,733,Cloudy,Monsoon
2022-09-02,Cabbage,Tangail,Tangail Main Bazar,17.32,22.47,19.9,kg,941,Sunny,Monsoon
2022-09-03,Cabbage,Tangail,Tangail Main Bazar,16.75,21.73,19.24,kg,736,Rainy,Monsoon
2022-09-04,Cabbage,Tangail,Tangail Main Bazar,14.63,18.98,16.8,kg,706,Rainy,Monsoon
2022-09-05,Cabbage,Tangail,Tangail Main Bazar,13.58,17.62,15.6,kg,469,Sunny,Monsoon
2022-09-06,Cabbage,Tangail,Tangail Main Bazar,13.1,16.99,15.04,kg,574,Rainy,Monsoon
2022-09-07,Cabbage,Tangail,Tangail Main Bazar,13.66,17.72,15.69,kg,650,Cloudy,Monsoon
2022-09-08,Cabbage,Tangail,Tangail Main Bazar,12.62,16.37,14.5,kg,437,Cloudy,Monsoon
2022-09-09,Cabbage,Tangail,Tangail Main Bazar,17.94,23.28,20.61,kg,926,Sunny,Monsoon
2022-09-10,Cabbage,Tangail,Tangail Main Bazar,18.55,24.07,21.31,kg,484,Cloudy,Monsoon
2022-09-11,Cabbage,Tangail,Tangail Main Bazar,18.52,24.03,21.28,kg,528,Cloudy,Monsoon
2022-09-12,Cabbage,Tangail,Tangail Main Bazar,16.54,21.46,19.0,kg,822,Cloudy,Monsoon
2022-09-13,Cabbage,Tangail,Tangail Main Bazar,16.04,20.81,18.42,kg,609,Rainy,Monsoon
2022-09-14,Cabbage,Tangail,Tangail Main Bazar,14.92,19.36,17.14,kg,743,Foggy,Monsoon
2022-09-15,Cabbage,Tangail,Tangail Main Bazar,15.45,20.04,17.74,kg,716,Cloudy,Monsoon
2022-09-16,Cabbage,Tangail,Tangail Main Bazar,12.45,16.15,14.3,kg,493,Cloudy,Monsoon
2022-09-17,Cabbage,Tangail,Tangail Main Bazar,15.46,20.05,17.76,kg,625,Sunny,Monsoon
2022-09-18,Cabbage,Tangail,Tangail Main Bazar,14.7,19.08,16.89,kg,738,Windy,Monsoon
2022-09-19,Cabbage,Tangail,Tangail Main Bazar,16.68,21.64,19.16,kg,685,Sunny,Monsoon
2022-09-20,Cabbage,Tangail,Tangail Main Bazar,13.81,17.92,15.87,kg,610,Windy,Monsoon
2022-09-21,Cabbage,Tangail,Tangail Main Bazar,13.25,17.18,15.22,kg,824,Rainy,Monsoon
2022-09-22,Cabbage,Tangail,Tangail Main Bazar,12.25,15.89,14.07,kg,648,Sunny,Monsoon
2022-09-23,Cabbage,Tangail,Tangail Main Bazar,13.26,17.21,15.24,kg,378,Foggy,Monsoon
2022-09-24,Cabbage,Tangail,Tangail Main Bazar,16.96,22.01,19.48,kg,898,Windy,Monsoon
2022-09-25,Cabbage,Tangail,Tangail Main Bazar,14.21,18.44,16.33,kg,704,Sunny,Monsoon
2022-09-26,Cabbage,Tangail,Tangail Main Bazar,16.0,20.75,18.38,kg,629,Cloudy,Monsoon
2022-09-27,Cabbage,Tangail,Tangail Main Bazar,13.72,17.8,15.76,kg,683,Sunny,Monsoon
2022-09-28,Cabbage,Tangail,Tangail Main Bazar,13.46,17.46,15.46,kg,510,Sunny,Monsoon
2022-09-29,Cabbage,Tangail,Tangail Main Bazar,12.56,16.29,14.42,kg,659,Cloudy,Monsoon
2022-09-30,Cabbage,Tangail,Tangail Main Bazar,12.6,16.34,14.47,kg,500,Sunny,Monsoon
2022-10-01,Cabbage,Tangail,Tangail Main Bazar,15.63,20.28,17.96,kg,735,Rainy,Autumn
2022-10-02,Cabbage,Tangail,Tangail Main Bazar,12.98,16.84,14.91,kg,705,Rainy,Autumn
2022-10-03,Cabbage,Tangail,Tangail Main Bazar,14.53,18.85,16.69,kg,801,Cloudy,Autumn
2022-10-04,Cabbage,Tangail,Tangail Main Bazar,16.33,21.19,18.76,kg,436,Sunny,Autumn
2022-10-05,Cabbage,Tangail,Tangail Main Bazar,14.15,18.36,16.26,kg,537,Sunny,Autumn
2022-10-06,Cabbage,Tangail,Tangail Main Bazar,13.03,16.9,14.96,kg,754,Windy,Autumn
2022-10-07,Cabbage,Tangail,Tangail Main Bazar,17.0,22.06,19.53,kg,649,Cloudy,Autumn
2022-10-08,Cabbage,Tangail,Tangail Main Bazar,17.38,22.54,19.96,kg,594,Cloudy,Autumn
2022-10-09,Cabbage,Tangail,Tangail Main Bazar,16.82,21.82,19.32,kg,775,Sunny,Autumn
2022-10-10,Cabbage,Tangail,Tangail Main Bazar,19.39,25.16,22.28,kg,579,Sunny,Autumn
2022-10-11,Cabbage,Tangail,Tangail Main Bazar,15.28,19.82,17.55,kg,591,Cloudy,Autumn
2022-10-12,Cabbage,Tangail,Tangail Main Bazar,18.5,24.0,21.25,kg,590,Cloudy,Autumn
2022-10-13,Cabbage,Tangail,Tangail Main Bazar,19.48,25.27,22.38,kg,541,Sunny,Autumn
2022-10-14,Cabbage,Tangail,Tangail Main Bazar,16.64,21.59,19.12,kg,736,Sunny,Autumn
2022-10-15,Cabbage,Tangail,Tangail Main Bazar,15.7,20.37,18.04,kg,507,Foggy,Autumn
2022-10-16,Cabbage,Tangail,Tangail Main Bazar,19.06,24.73,21.9,kg,549,Cloudy,Autumn
2022-10-17,Cabbage,Tangail,Tangail Main Bazar,18.76,24.34,21.55,kg,710,Foggy,Autumn
2022-10-18,Cabbage,Tangail,Tangail Main Bazar,18.38,23.85,21.12,kg,306,Cloudy,Autumn
2022-10-19,Cabbage,Tangail,Tangail Main Bazar,19.37,25.13,22.25,kg,662,Sunny,Autumn
2022-10-20,Cabbage,Tangail,Tangail Main Bazar,24.01,31.15,27.58,kg,438,Foggy,Autumn
2022-10-21,Cabbage,Tangail,Tangail Main Bazar,19.58,25.4,22.49,kg,436,Foggy,Autumn
2022-10-22,Cabbage,Tangail,Tangail Main Bazar,19.42,25.2,22.31,kg,565,Sunny,Autumn
2022-10-23,Cabbage,Tangail,Tangail Main Bazar,21.54,27.94,24.74,kg,538,Cloudy,Autumn
2022-10-24,Cabbage,Tangail,Tangail Main Bazar,21.74,28.21,24.98,kg,563,Foggy,Autumn
2022-10-25,Cabbage,Tangail,Tangail Main Bazar,20.35,26.4,23.38,kg,502,Rainy,Autumn
2022-10-26,Cabbage,Tangail,Tangail Main Bazar,21.72,28.18,24.95,kg,693,Sunny,Autumn
2022-10-27,Cabbage,Tangail,Tangail Main Bazar,19.9,25.82,22.86,kg,704,Sunny,Autumn
2022-10-28,Cabbage,Tangail,Tangail Main Bazar,24.18,31.37,27.78,kg,811,Rainy,Autumn
2022-10-29,Cabbage,Tangail,Tangail Main Bazar,26.11,33.88,30.0,kg,821,Foggy,Autumn
2022-10-30,Cabbage,Tangail,Tangail Main Bazar,21.96,28.5,25.23,kg,593,Cloudy,Autumn
2022-10-31,Cabbage,Tangail,Tangail Main Bazar,24.47,31.74,28.1,kg,964,Sunny,Autumn
2022-11-01,Cabbage,Tangail,Tangail Main Bazar,21.79,28.27,25.03,kg,612,Windy,Winter
2022-11-02,Cabbage,Tangail,Tangail Main Bazar,21.33,27.68,24.5,kg,559,Foggy,Winter
2022-11-03,Cabbage,Tangail,Tangail Main Bazar,19.87,25.78,22.83,kg,689,Foggy,Winter
2022-11-04,Cabbage,Tangail,Tangail Main Bazar,19.68,25.53,22.6,kg,593,Sunny,Winter
2022-11-05,Cabbage,Tangail,Tangail Main Bazar,23.45,30.42,26.94,kg,630,Rainy,Winter
2022-11-06,Cabbage,Tangail,Tangail Main Bazar,23.96,31.09,27.52,kg,910,Sunny,Winter
2022-11-07,Cabbage,Tangail,Tangail Main Bazar,23.84,30.93,27.38,kg,597,Windy,Winter
2022-11-08,Cabbage,Tangail,Tangail Main Bazar,21.85,28.35,25.1,kg,722,Cloudy,Winter
2022-11-09,Cabbage,Tangail,Tangail Main Bazar,24.96,32.38,28.67,kg,459,Sunny,Winter
2022-11-10,Cabbage,Tangail,Tangail Main Bazar,24.29,31.51,27.9,kg,767,Windy,Winter
2022-11-11,Cabbage,Tangail,Tangail Main Bazar,25.02,32.46,28.74,kg,756,Rainy,Winter
2022-11-12,Cabbage,Tangail,Tangail Main Bazar,21.48,27.87,24.68,kg,579,Sunny,Winter
2022-11-13,Cabbage,Tangail,Tangail Main Bazar,24.18,31.37,27.78,kg,299,Sunny,Winter
2022-11-14,Cabbage,Tangail,Tangail Main Bazar,23.83,30.92,27.38,kg,844,Cloudy,Winter
2022-11-15,Cabbage,Tangail,Tangail Main Bazar,24.33,31.56,27.94,kg,737,Rainy,Winter
2022-11-16,Cabbage,Tangail,Tangail Main Bazar,26.01,33.75,29.88,kg,615,Rainy,Winter
2022-11-17,Cabbage,Tangail,Tangail Main Bazar,24.5,31.79,28.14,kg,782,Sunny,Winter
2022-11-18,Cabbage,Tangail,Tangail Main Bazar,22.78,29.55,26.16,kg,817,Rainy,Winter
2022-11-19,Cabbage,Tangail,Tangail Main Bazar,20.73,26.89,23.81,kg,697,Windy,Winter
2022-11-20,Cabbage,Tangail,Tangail Main Bazar,21.96,28.49,25.22,kg,585,Sunny,Winter
2022-11-21,Cabbage,Tangail,Tangail Main Bazar,21.89,28.4,25.14,kg,345,Sunny,Winter
2022-11-22,Cabbage,Tangail,Tangail Main Bazar,21.92,28.43,25.18,kg,772,Sunny,Winter
2022-11-23,Cabbage,Tangail,Tangail Main Bazar,22.8,29.58,26.19,kg,768,Rainy,Winter
2022-11-24,Cabbage,Tangail,Tangail Main Bazar,24.89,32.29,28.59,kg,661,Sunny,Winter
2022-11-25,Cabbage,Tangail,Tangail Main Bazar,21.76,28.23,25.0,kg,573,Sunny,Winter
2022-11-26,Cabbage,Tangail,Tangail Main Bazar,25.17,32.65,28.91,kg,280,Sunny,Winter
2022-11-27,Cabbage,Tangail,Tangail Main Bazar,23.84,30.93,27.38,kg,511,Foggy,Winter
2022-11-28,Cabbage,Tangail,Tangail Main Bazar,27.08,35.13,31.1,kg,699,Sunny,Winter
2022-11-29,Cabbage,Tangail,Tangail Main Bazar,21.93,28.45,25.19,kg,1006,Sunny,Winter
2022-11-30,Cabbage,Tangail,Tangail Main Bazar,25.38,32.92,29.15,kg,843,Foggy,Winter
2022-12-01,Cabbage,Tangail,Tangail Main Bazar,25.2,32.69,28.94,kg,694,Sunny,Winter
2022-12-02,Cabbage,Tangail,Tangail Main Bazar,23.51,30.5,27.01,kg,740,Sunny,Winter
